date_reg,type,maker,model,colour,fuel,state,modelyear,vehicleclass,enginesize,cylinders,transmission,fueltype,fuelconsumption_city,fuelconsumption_hwy,fuelconsumption_comb,fuelconsumption_comb_mpg,co2emissions
2025-03-25,motokar,toyota,yaris,red,petrol,selangor,2014,compact,1.5,4,m5,x,7.8,6.3,7.1,40,163
2025-03-25,motokar,toyota,yaris,white,petrol,w.p. kuala lumpur,2014,compact,1.5,4,m5,x,7.8,6.3,7.1,40,163
2025-03-25,motokar,toyota,yaris,grey,petrol,rakan niaga,2014,compact,1.5,4,m5,x,7.8,6.3,7.1,40,163
2025-03-26,motokar,toyota,yaris,white,petrol,rakan niaga,2014,compact,1.5,4,m5,x,7.8,6.3,7.1,40,163
2025-03-26,motokar,toyota,yaris,red,petrol,rakan niaga,2014,compact,1.5,4,m5,x,7.8,6.3,7.1,40,163
2025-03-26,motokar,toyota,yaris,red,petrol,kedah,2014,compact,1.5,4,m5,x,7.8,6.3,7.1,40,163
2025-03-26,motokar,toyota,yaris,white,petrol,negeri sembilan,2014,compact,1.5,4,m5,x,7.8,6.3,7.1,40,163
2025-03-26,motokar,toyota,yaris,silver,petrol,rakan niaga,2014,compact,1.5,4,m5,x,7.8,6.3,7.1,40,163
2025-03-26,motokar,toyota,yaris,silver,petrol,w.p. kuala lumpur,2014,compact,1.5,4,m5,x,7.8,6.3,7.1,40,163
2025-03-26,motokar,toyota,yaris,silver,petrol,selangor,2014,compact,1.5,4,m5,x,7.8,6.3,7.1,40,163
2025-03-26,motokar,toyota,yaris,red,petrol,selangor,2014,compact,1.5,4,m5,x,7.8,6.3,7.1,40,163
2025-03-27,motokar,toyota,yaris,silver,petrol,rakan niaga,2014,compact,1.5,4,m5,x,7.8,6.3,7.1,40,163
2025-03-27,motokar,toyota,yaris,red,petrol,w.p. kuala lumpur,2014,compact,1.5,4,m5,x,7.8,6.3,7.1,40,163
2025-03-27,motokar,toyota,yaris,red,petrol,rakan niaga,2014,compact,1.5,4,m5,x,7.8,6.3,7.1,40,163
2025-03-27,motokar,toyota,yaris,white,petrol,w.p. kuala lumpur,2014,compact,1.5,4,m5,x,7.8,6.3,7.1,40,163
2025-03-27,motokar,toyota,yaris,white,petrol,rakan niaga,2014,compact,1.5,4,m5,x,7.8,6.3,7.1,40,163
2025-03-27,motokar,toyota,yaris,white,petrol,kelantan,2014,compact,1.5,4,m5,x,7.8,6.3,7.1,40,163
2025-03-27,motokar,toyota,yaris,white,petrol,selangor,2014,compact,1.5,4,m5,x,7.8,6.3,7.1,40,163
2025-03-27,motokar,toyota,yaris,black,petrol,selangor,2014,compact,1.5,4,m5,x,7.8,6.3,7.1,40,163
2025-03-27,motokar,toyota,yaris,white,petrol,perak,2014,compact,1.5,4,m5,x,7.8,6.3,7.1,40,163
2025-03-27,jip,toyota,yaris,beige,petrol,rakan niaga,2014,compact,1.5,4,m5,x,7.8,6.3,7.1,40,163
2025-03-27,motokar,toyota,yaris,silver,petrol,w.p. kuala lumpur,2014,compact,1.5,4,m5,x,7.8,6.3,7.1,40,163
2025-03-27,motokar,toyota,yaris,red,petrol,kedah,2014,compact,1.5,4,m5,x,7.8,6.3,7.1,40,163
2025-03-28,motokar,toyota,yaris,silver,petrol,rakan niaga,2014,compact,1.5,4,m5,x,7.8,6.3,7.1,40,163
2025-03-28,motokar,toyota,yaris,white,petrol,melaka,2014,compact,1.5,4,m5,x,7.8,6.3,7.1,40,163
2025-03-28,motokar,toyota,yaris,red,petrol,rakan niaga,2014,compact,1.5,4,m5,x,7.8,6.3,7.1,40,163
2025-03-28,motokar,toyota,yaris,white,petrol,rakan niaga,2014,compact,1.5,4,m5,x,7.8,6.3,7.1,40,163
2025-03-28,motokar,toyota,yaris,white,petrol,selangor,2014,compact,1.5,4,m5,x,7.8,6.3,7.1,40,163
2025-03-28,motokar,toyota,yaris,red,petrol,selangor,2014,compact,1.5,4,m5,x,7.8,6.3,7.1,40,163
2025-03-28,motokar,toyota,yaris,black,petrol,rakan niaga,2014,compact,1.5,4,m5,x,7.8,6.3,7.1,40,163
2025-03-28,motokar,toyota,yaris,silver,petrol,w.p. kuala lumpur,2014,compact,1.5,4,m5,x,7.8,6.3,7.1,40,163
2025-03-29,motokar,toyota,yaris,red,petrol,rakan niaga,2014,compact,1.5,4,m5,x,7.8,6.3,7.1,40,163
2025-03-29,motokar,toyota,yaris,silver,petrol,rakan niaga,2014,compact,1.5,4,m5,x,7.8,6.3,7.1,40,163
2025-04-01,motokar,toyota,yaris,silver,petrol,rakan niaga,2014,compact,1.5,4,m5,x,7.8,6.3,7.1,40,163
2025-04-02,motokar,toyota,yaris,red,petrol,rakan niaga,2014,compact,1.5,4,m5,x,7.8,6.3,7.1,40,163
2025-04-02,motokar,toyota,yaris,silver,petrol,rakan niaga,2014,compact,1.5,4,m5,x,7.8,6.3,7.1,40,163
2025-04-02,motokar,toyota,yaris,white,petrol,rakan niaga,2014,compact,1.5,4,m5,x,7.8,6.3,7.1,40,163
2025-04-03,motokar,toyota,yaris,white,petrol,rakan niaga,2014,compact,1.5,4,m5,x,7.8,6.3,7.1,40,163
2025-04-03,motokar,toyota,yaris,silver,petrol,rakan niaga,2014,compact,1.5,4,m5,x,7.8,6.3,7.1,40,163
2025-04-03,motokar,toyota,yaris,red,petrol,rakan niaga,2014,compact,1.5,4,m5,x,7.8,6.3,7.1,40,163
2025-04-03,motokar,toyota,yaris,white,petrol,pulau pinang,2014,compact,1.5,4,m5,x,7.8,6.3,7.1,40,163
2025-04-04,motokar,toyota,yaris,silver,petrol,rakan niaga,2014,compact,1.5,4,m5,x,7.8,6.3,7.1,40,163
2025-04-04,motokar,toyota,yaris,white,petrol,rakan niaga,2014,compact,1.5,4,m5,x,7.8,6.3,7.1,40,163
2025-04-04,motokar,toyota,yaris,red,petrol,w.p. kuala lumpur,2014,compact,1.5,4,m5,x,7.8,6.3,7.1,40,163
2025-04-04,motokar,toyota,yaris,red,petrol,rakan niaga,2014,compact,1.5,4,m5,x,7.8,6.3,7.1,40,163
2025-04-05,motokar,toyota,yaris,white,petrol,rakan niaga,2014,compact,1.5,4,m5,x,7.8,6.3,7.1,40,163
2025-04-07,motokar,toyota,yaris,red,petrol,rakan niaga,2014,compact,1.5,4,m5,x,7.8,6.3,7.1,40,163
2025-04-07,motokar,toyota,yaris,white,petrol,w.p. kuala lumpur,2014,compact,1.5,4,m5,x,7.8,6.3,7.1,40,163
2025-04-07,motokar,toyota,yaris,white,petrol,rakan niaga,2014,compact,1.5,4,m5,x,7.8,6.3,7.1,40,163
2025-04-07,motokar,toyota,yaris,silver,petrol,rakan niaga,2014,compact,1.5,4,m5,x,7.8,6.3,7.1,40,163
2025-04-08,motokar,toyota,yaris,red,petrol,rakan niaga,2014,compact,1.5,4,m5,x,7.8,6.3,7.1,40,163
2025-04-08,motokar,toyota,yaris,white,petrol,rakan niaga,2014,compact,1.5,4,m5,x,7.8,6.3,7.1,40,163
2025-04-08,motokar,toyota,yaris,silver,petrol,rakan niaga,2014,compact,1.5,4,m5,x,7.8,6.3,7.1,40,163
2025-04-09,motokar,toyota,yaris,white,petrol,rakan niaga,2014,compact,1.5,4,m5,x,7.8,6.3,7.1,40,163
2025-04-09,motokar,toyota,yaris,silver,petrol,rakan niaga,2014,compact,1.5,4,m5,x,7.8,6.3,7.1,40,163
2025-04-09,motokar,toyota,yaris,red,petrol,rakan niaga,2014,compact,1.5,4,m5,x,7.8,6.3,7.1,40,163
2025-04-09,motokar,toyota,yaris,white,petrol,sabah,2014,compact,1.5,4,m5,x,7.8,6.3,7.1,40,163
2025-04-10,motokar,toyota,yaris,silver,petrol,rakan niaga,2014,compact,1.5,4,m5,x,7.8,6.3,7.1,40,163
2025-04-10,motokar,toyota,yaris,white,petrol,w.p. kuala lumpur,2014,compact,1.5,4,m5,x,7.8,6.3,7.1,40,163
2025-04-10,motokar,toyota,yaris,white,petrol,rakan niaga,2014,compact,1.5,4,m5,x,7.8,6.3,7.1,40,163
2025-04-10,motokar,toyota,yaris,silver,petrol,w.p. kuala lumpur,2014,compact,1.5,4,m5,x,7.8,6.3,7.1,40,163
2025-04-10,motokar,toyota,yaris,white,petrol,kedah,2014,compact,1.5,4,m5,x,7.8,6.3,7.1,40,163
2025-04-10,motokar,toyota,yaris,red,petrol,w.p. kuala lumpur,2014,compact,1.5,4,m5,x,7.8,6.3,7.1,40,163
2025-04-10,motokar,toyota,yaris,red,petrol,melaka,2014,compact,1.5,4,m5,x,7.8,6.3,7.1,40,163
2025-04-10,jip,toyota,yaris,white,petrol,johor,2014,compact,1.5,4,m5,x,7.8,6.3,7.1,40,163
2025-04-11,motokar,toyota,yaris,silver,petrol,rakan niaga,2014,compact,1.5,4,m5,x,7.8,6.3,7.1,40,163
2025-04-11,motokar,toyota,yaris,red,petrol,rakan niaga,2014,compact,1.5,4,m5,x,7.8,6.3,7.1,40,163
2025-04-11,motokar,toyota,yaris,white,petrol,rakan niaga,2014,compact,1.5,4,m5,x,7.8,6.3,7.1,40,163
2025-04-11,motokar,toyota,yaris,white,petrol,selangor,2014,compact,1.5,4,m5,x,7.8,6.3,7.1,40,163
2025-04-11,motokar,toyota,yaris,red,petrol,w.p. kuala lumpur,2014,compact,1.5,4,m5,x,7.8,6.3,7.1,40,163
2025-04-11,motokar,toyota,yaris,silver,petrol,w.p. kuala lumpur,2014,compact,1.5,4,m5,x,7.8,6.3,7.1,40,163
2025-04-11,motokar,toyota,yaris,red,petrol,pahang,2014,compact,1.5,4,m5,x,7.8,6.3,7.1,40,163
2025-04-12,motokar,toyota,yaris,red,petrol,rakan niaga,2014,compact,1.5,4,m5,x,7.8,6.3,7.1,40,163
2025-04-13,motokar,toyota,yaris,red,petrol,rakan niaga,2014,compact,1.5,4,m5,x,7.8,6.3,7.1,40,163
2025-04-13,motokar,toyota,yaris,white,petrol,rakan niaga,2014,compact,1.5,4,m5,x,7.8,6.3,7.1,40,163
2025-04-14,motokar,toyota,yaris,silver,petrol,rakan niaga,2014,compact,1.5,4,m5,x,7.8,6.3,7.1,40,163
2025-04-14,motokar,toyota,yaris,white,petrol,rakan niaga,2014,compact,1.5,4,m5,x,7.8,6.3,7.1,40,163
2025-04-14,motokar,toyota,yaris,red,petrol,rakan niaga,2014,compact,1.5,4,m5,x,7.8,6.3,7.1,40,163
2025-04-14,motokar,toyota,yaris,white,petrol,melaka,2014,compact,1.5,4,m5,x,7.8,6.3,7.1,40,163
2025-04-14,motokar,toyota,yaris,white,petrol,w.p. kuala lumpur,2014,compact,1.5,4,m5,x,7.8,6.3,7.1,40,163
2025-04-15,motokar,toyota,yaris,silver,petrol,rakan niaga,2014,compact,1.5,4,m5,x,7.8,6.3,7.1,40,163
2025-04-15,motokar,toyota,yaris,white,petrol,rakan niaga,2014,compact,1.5,4,m5,x,7.8,6.3,7.1,40,163
2025-04-15,motokar,toyota,yaris,red,petrol,rakan niaga,2014,compact,1.5,4,m5,x,7.8,6.3,7.1,40,163
2025-04-15,motokar,toyota,yaris,white,petrol,w.p. kuala lumpur,2014,compact,1.5,4,m5,x,7.8,6.3,7.1,40,163
2025-04-15,motokar,toyota,yaris,white,petrol,kedah,2014,compact,1.5,4,m5,x,7.8,6.3,7.1,40,163
2025-04-15,motokar,toyota,yaris,red,petrol,w.p. kuala lumpur,2014,compact,1.5,4,m5,x,7.8,6.3,7.1,40,163
2025-04-15,motokar,toyota,yaris,silver,petrol,kedah,2014,compact,1.5,4,m5,x,7.8,6.3,7.1,40,163
2025-04-15,motokar,toyota,yaris,grey,petrol,w.p. kuala lumpur,2014,compact,1.5,4,m5,x,7.8,6.3,7.1,40,163
2025-04-16,motokar,toyota,yaris,white,petrol,rakan niaga,2014,compact,1.5,4,m5,x,7.8,6.3,7.1,40,163
2025-04-16,motokar,toyota,yaris,red,petrol,rakan niaga,2014,compact,1.5,4,m5,x,7.8,6.3,7.1,40,163
2025-04-16,motokar,toyota,yaris,silver,petrol,rakan niaga,2014,compact,1.5,4,m5,x,7.8,6.3,7.1,40,163
2025-04-16,motokar,toyota,yaris,silver,petrol,selangor,2014,compact,1.5,4,m5,x,7.8,6.3,7.1,40,163
2025-04-16,motokar,toyota,yaris,white,petrol,selangor,2014,compact,1.5,4,m5,x,7.8,6.3,7.1,40,163
2025-04-16,motokar,toyota,yaris,red,petrol,pahang,2014,compact,1.5,4,m5,x,7.8,6.3,7.1,40,163
2025-04-16,motokar,toyota,yaris,white,petrol,pulau pinang,2014,compact,1.5,4,m5,x,7.8,6.3,7.1,40,163
2025-04-16,motokar,toyota,yaris,black,petrol,w.p. kuala lumpur,2014,compact,1.5,4,m5,x,7.8,6.3,7.1,40,163
2025-04-17,motokar,toyota,yaris,white,petrol,rakan niaga,2014,compact,1.5,4,m5,x,7.8,6.3,7.1,40,163
2025-04-17,motokar,toyota,yaris,red,petrol,rakan niaga,2014,compact,1.5,4,m5,x,7.8,6.3,7.1,40,163
2025-04-17,motokar,toyota,yaris,silver,petrol,rakan niaga,2014,compact,1.5,4,m5,x,7.8,6.3,7.1,40,163
2025-04-17,motokar,toyota,yaris,red,petrol,w.p. kuala lumpur,2014,compact,1.5,4,m5,x,7.8,6.3,7.1,40,163
2025-04-17,motokar,toyota,yaris,silver,petrol,w.p. kuala lumpur,2014,compact,1.5,4,m5,x,7.8,6.3,7.1,40,163
2025-04-18,motokar,toyota,yaris,white,petrol,rakan niaga,2014,compact,1.5,4,m5,x,7.8,6.3,7.1,40,163
2025-04-18,motokar,toyota,yaris,silver,petrol,perak,2014,compact,1.5,4,m5,x,7.8,6.3,7.1,40,163
2025-04-18,motokar,toyota,yaris,silver,petrol,rakan niaga,2014,compact,1.5,4,m5,x,7.8,6.3,7.1,40,163
2025-04-18,motokar,toyota,yaris,red,petrol,rakan niaga,2014,compact,1.5,4,m5,x,7.8,6.3,7.1,40,163
2025-04-18,motokar,toyota,yaris,white,petrol,johor,2014,compact,1.5,4,m5,x,7.8,6.3,7.1,40,163
2025-04-18,motokar,toyota,yaris,silver,petrol,pulau pinang,2014,compact,1.5,4,m5,x,7.8,6.3,7.1,40,163
2025-04-18,motokar,toyota,yaris,white,petrol,w.p. kuala lumpur,2014,compact,1.5,4,m5,x,7.8,6.3,7.1,40,163
2025-04-19,motokar,toyota,yaris,red,petrol,rakan niaga,2014,compact,1.5,4,m5,x,7.8,6.3,7.1,40,163
2025-04-20,motokar,toyota,yaris,white,petrol,rakan niaga,2014,compact,1.5,4,m5,x,7.8,6.3,7.1,40,163
2025-04-20,motokar,toyota,yaris,white,petrol,kedah,2014,compact,1.5,4,m5,x,7.8,6.3,7.1,40,163
2025-04-21,motokar,toyota,yaris,white,petrol,rakan niaga,2014,compact,1.5,4,m5,x,7.8,6.3,7.1,40,163
2025-04-21,motokar,toyota,yaris,silver,petrol,rakan niaga,2014,compact,1.5,4,m5,x,7.8,6.3,7.1,40,163
2025-04-21,motokar,toyota,yaris,red,petrol,rakan niaga,2014,compact,1.5,4,m5,x,7.8,6.3,7.1,40,163
2025-04-21,motokar,toyota,yaris,grey,petrol,rakan niaga,2014,compact,1.5,4,m5,x,7.8,6.3,7.1,40,163
2025-04-21,motokar,toyota,yaris,white,petrol,johor,2014,compact,1.5,4,m5,x,7.8,6.3,7.1,40,163
2025-04-22,motokar,toyota,yaris,red,petrol,rakan niaga,2014,compact,1.5,4,m5,x,7.8,6.3,7.1,40,163
2025-04-22,motokar,toyota,yaris,red,petrol,kedah,2014,compact,1.5,4,m5,x,7.8,6.3,7.1,40,163
2025-04-22,motokar,toyota,yaris,red,petrol,pulau pinang,2014,compact,1.5,4,m5,x,7.8,6.3,7.1,40,163
2025-04-22,motokar,toyota,yaris,white,petrol,rakan niaga,2014,compact,1.5,4,m5,x,7.8,6.3,7.1,40,163
2025-04-22,motokar,toyota,yaris,silver,petrol,rakan niaga,2014,compact,1.5,4,m5,x,7.8,6.3,7.1,40,163
2025-04-22,motokar,toyota,yaris,red,petrol,w.p. kuala lumpur,2014,compact,1.5,4,m5,x,7.8,6.3,7.1,40,163
2025-04-22,motokar,toyota,yaris,silver,petrol,selangor,2014,compact,1.5,4,m5,x,7.8,6.3,7.1,40,163
2025-04-22,motokar,toyota,yaris,red,petrol,selangor,2014,compact,1.5,4,m5,x,7.8,6.3,7.1,40,163
2025-04-22,motokar,toyota,yaris,red,petrol,perak,2014,compact,1.5,4,m5,x,7.8,6.3,7.1,40,163
2025-04-23,motokar,toyota,yaris,silver,petrol,rakan niaga,2014,compact,1.5,4,m5,x,7.8,6.3,7.1,40,163
2025-04-23,motokar,toyota,yaris,red,petrol,rakan niaga,2014,compact,1.5,4,m5,x,7.8,6.3,7.1,40,163
2025-04-23,motokar,toyota,yaris,white,petrol,rakan niaga,2014,compact,1.5,4,m5,x,7.8,6.3,7.1,40,163
2025-04-23,motokar,toyota,yaris,red,petrol,pulau pinang,2014,compact,1.5,4,m5,x,7.8,6.3,7.1,40,163
2025-04-24,motokar,toyota,yaris,red,petrol,rakan niaga,2014,compact,1.5,4,m5,x,7.8,6.3,7.1,40,163
2025-04-24,motokar,toyota,yaris,white,petrol,rakan niaga,2014,compact,1.5,4,m5,x,7.8,6.3,7.1,40,163
2025-04-24,motokar,toyota,yaris,silver,petrol,w.p. kuala lumpur,2014,compact,1.5,4,m5,x,7.8,6.3,7.1,40,163
2025-04-24,motokar,toyota,yaris,silver,petrol,rakan niaga,2014,compact,1.5,4,m5,x,7.8,6.3,7.1,40,163
2025-04-24,motokar,toyota,yaris,white,petrol,johor,2014,compact,1.5,4,m5,x,7.8,6.3,7.1,40,163
2025-04-24,motokar,toyota,yaris,white,petrol,w.p. kuala lumpur,2014,compact,1.5,4,m5,x,7.8,6.3,7.1,40,163
2025-04-25,motokar,toyota,yaris,red,petrol,rakan niaga,2014,compact,1.5,4,m5,x,7.8,6.3,7.1,40,163
2025-04-25,motokar,toyota,yaris,white,petrol,rakan niaga,2014,compact,1.5,4,m5,x,7.8,6.3,7.1,40,163
2025-04-25,motokar,toyota,yaris,silver,petrol,rakan niaga,2014,compact,1.5,4,m5,x,7.8,6.3,7.1,40,163
2025-04-25,motokar,toyota,yaris,silver,petrol,pahang,2014,compact,1.5,4,m5,x,7.8,6.3,7.1,40,163
2025-04-25,motokar,toyota,yaris,maroon,petrol,rakan niaga,2014,compact,1.5,4,m5,x,7.8,6.3,7.1,40,163
2025-04-25,motokar,toyota,yaris,white,petrol,selangor,2014,compact,1.5,4,m5,x,7.8,6.3,7.1,40,163
2025-04-25,motokar,toyota,yaris,white,petrol,perlis,2014,compact,1.5,4,m5,x,7.8,6.3,7.1,40,163
2025-04-25,jip,toyota,yaris,white,petrol,sabah,2014,compact,1.5,4,m5,x,7.8,6.3,7.1,40,163
2025-04-25,motokar,toyota,yaris,red,petrol,w.p. kuala lumpur,2014,compact,1.5,4,m5,x,7.8,6.3,7.1,40,163
2025-04-25,motokar,toyota,yaris,black,petrol,w.p. kuala lumpur,2014,compact,1.5,4,m5,x,7.8,6.3,7.1,40,163
2025-04-25,motokar,toyota,yaris,red,petrol,melaka,2014,compact,1.5,4,m5,x,7.8,6.3,7.1,40,163
2025-04-26,motokar,toyota,yaris,white,petrol,rakan niaga,2014,compact,1.5,4,m5,x,7.8,6.3,7.1,40,163
2025-04-26,motokar,toyota,yaris,red,petrol,rakan niaga,2014,compact,1.5,4,m5,x,7.8,6.3,7.1,40,163
2025-04-27,motokar,toyota,yaris,red,petrol,rakan niaga,2014,compact,1.5,4,m5,x,7.8,6.3,7.1,40,163
2025-04-27,motokar,toyota,yaris,white,petrol,rakan niaga,2014,compact,1.5,4,m5,x,7.8,6.3,7.1,40,163
2025-04-28,motokar,toyota,yaris,red,petrol,rakan niaga,2014,compact,1.5,4,m5,x,7.8,6.3,7.1,40,163
2025-04-28,motokar,toyota,yaris,white,petrol,rakan niaga,2014,compact,1.5,4,m5,x,7.8,6.3,7.1,40,163
2025-04-28,motokar,toyota,yaris,red,petrol,w.p. kuala lumpur,2014,compact,1.5,4,m5,x,7.8,6.3,7.1,40,163
2025-04-28,motokar,toyota,yaris,silver,petrol,rakan niaga,2014,compact,1.5,4,m5,x,7.8,6.3,7.1,40,163
2025-04-28,motokar,toyota,yaris,silver,petrol,sabah,2014,compact,1.5,4,m5,x,7.8,6.3,7.1,40,163
2025-04-28,motokar,toyota,yaris,white,petrol,kedah,2014,compact,1.5,4,m5,x,7.8,6.3,7.1,40,163
2025-04-28,motokar,toyota,yaris,white,petrol,kelantan,2014,compact,1.5,4,m5,x,7.8,6.3,7.1,40,163
2025-04-28,motokar,toyota,yaris,black,petrol,rakan niaga,2014,compact,1.5,4,m5,x,7.8,6.3,7.1,40,163
2025-04-28,motokar,toyota,yaris,silver,petrol,selangor,2014,compact,1.5,4,m5,x,7.8,6.3,7.1,40,163
2025-04-28,motokar,toyota,yaris,red,petrol,sabah,2014,compact,1.5,4,m5,x,7.8,6.3,7.1,40,163
2025-04-29,motokar,toyota,yaris,silver,petrol,rakan niaga,2014,compact,1.5,4,m5,x,7.8,6.3,7.1,40,163
2025-04-29,motokar,toyota,yaris,white,petrol,rakan niaga,2014,compact,1.5,4,m5,x,7.8,6.3,7.1,40,163
2025-04-29,motokar,toyota,yaris,red,petrol,rakan niaga,2014,compact,1.5,4,m5,x,7.8,6.3,7.1,40,163
2025-04-29,motokar,toyota,yaris,silver,petrol,selangor,2014,compact,1.5,4,m5,x,7.8,6.3,7.1,40,163
2025-04-29,motokar,toyota,yaris,red,petrol,johor,2014,compact,1.5,4,m5,x,7.8,6.3,7.1,40,163
2025-04-29,motokar,toyota,yaris,red,petrol,selangor,2014,compact,1.5,4,m5,x,7.8,6.3,7.1,40,163
2025-04-29,motokar,toyota,yaris,white,petrol,negeri sembilan,2014,compact,1.5,4,m5,x,7.8,6.3,7.1,40,163
2025-04-29,motokar,toyota,yaris,white,petrol,johor,2014,compact,1.5,4,m5,x,7.8,6.3,7.1,40,163
2025-04-29,motokar,toyota,yaris,white,petrol,pahang,2014,compact,1.5,4,m5,x,7.8,6.3,7.1,40,163
2025-04-29,motokar,toyota,yaris,black,petrol,selangor,2014,compact,1.5,4,m5,x,7.8,6.3,7.1,40,163
2025-04-29,motokar,toyota,yaris,red,petrol,kedah,2014,compact,1.5,4,m5,x,7.8,6.3,7.1,40,163
2025-04-30,motokar,toyota,yaris,white,petrol,rakan niaga,2014,compact,1.5,4,m5,x,7.8,6.3,7.1,40,163
2025-04-30,motokar,toyota,yaris,silver,petrol,rakan niaga,2014,compact,1.5,4,m5,x,7.8,6.3,7.1,40,163
2025-04-30,motokar,toyota,yaris,white,petrol,sabah,2014,compact,1.5,4,m5,x,7.8,6.3,7.1,40,163
2025-04-30,motokar,toyota,yaris,red,petrol,rakan niaga,2014,compact,1.5,4,m5,x,7.8,6.3,7.1,40,163
2025-04-30,motokar,toyota,yaris,white,petrol,johor,2014,compact,1.5,4,m5,x,7.8,6.3,7.1,40,163
2025-04-30,motokar,toyota,yaris,maroon,petrol,rakan niaga,2014,compact,1.5,4,m5,x,7.8,6.3,7.1,40,163
2025-02-05,motokar,volkswagen,beetle,yellow,petrol,kedah,2014,compact,1.8,4,a6,x,9.5,7.2,8.5,33,196
2025-02-13,motokar,volkswagen,beetle,blue,petrol,w.p. kuala lumpur,2014,compact,1.8,4,a6,x,9.5,7.2,8.5,33,196
2025-02-05,motokar,volkswagen,beetle,yellow,petrol,kedah,2014,compact,1.8,4,m5,x,9.9,7.2,8.7,32,200
2025-02-13,motokar,volkswagen,beetle,blue,petrol,w.p. kuala lumpur,2014,compact,1.8,4,m5,x,9.9,7.2,8.7,32,200
2025-02-05,motokar,volkswagen,beetle,yellow,petrol,kedah,2014,compact,2.0,4,a6,z,10.3,7.7,9.1,31,209
2025-02-13,motokar,volkswagen,beetle,blue,petrol,w.p. kuala lumpur,2014,compact,2.0,4,a6,z,10.3,7.7,9.1,31,209
2025-02-05,motokar,volkswagen,beetle,yellow,petrol,kedah,2014,compact,2.0,4,m6,z,10.8,7.6,9.4,30,216
2025-02-13,motokar,volkswagen,beetle,blue,petrol,w.p. kuala lumpur,2014,compact,2.0,4,m6,z,10.8,7.6,9.4,30,216
2025-02-05,motokar,volkswagen,beetle,yellow,petrol,kedah,2014,compact,2.5,5,a6,x,10.9,8.4,9.8,29,225
2025-02-13,motokar,volkswagen,beetle,blue,petrol,w.p. kuala lumpur,2014,compact,2.5,5,a6,x,10.9,8.4,9.8,29,225
2025-02-05,motokar,volkswagen,beetle,yellow,petrol,kedah,2014,compact,2.5,5,m5,x,11.2,7.7,9.6,29,221
2025-02-13,motokar,volkswagen,beetle,blue,petrol,w.p. kuala lumpur,2014,compact,2.5,5,m5,x,11.2,7.7,9.6,29,221
2025-01-07,jip,volkswagen,tiguan,black,petrol,w.p. kuala lumpur,2014,suv - small,2.0,4,a6,z,11.7,9.5,10.7,26,246
2025-01-09,jip,volkswagen,tiguan,black,petrol,johor,2014,suv - small,2.0,4,a6,z,11.7,9.5,10.7,26,246
2025-01-09,jip,volkswagen,tiguan,white,petrol,rakan niaga,2014,suv - small,2.0,4,a6,z,11.7,9.5,10.7,26,246
2025-01-10,jip,volkswagen,tiguan,black,petrol,rakan niaga,2014,suv - small,2.0,4,a6,z,11.7,9.5,10.7,26,246
2025-01-10,jip,volkswagen,tiguan,grey,petrol,rakan niaga,2014,suv - small,2.0,4,a6,z,11.7,9.5,10.7,26,246
2025-01-13,jip,volkswagen,tiguan,silver,petrol,rakan niaga,2014,suv - small,2.0,4,a6,z,11.7,9.5,10.7,26,246
2025-01-14,jip,volkswagen,tiguan,silver,petrol,rakan niaga,2014,suv - small,2.0,4,a6,z,11.7,9.5,10.7,26,246
2025-01-14,jip,volkswagen,tiguan,black,petrol,rakan niaga,2014,suv - small,2.0,4,a6,z,11.7,9.5,10.7,26,246
2025-01-14,jip,volkswagen,tiguan,grey,petrol,rakan niaga,2014,suv - small,2.0,4,a6,z,11.7,9.5,10.7,26,246
2025-01-15,jip,volkswagen,tiguan,grey,petrol,rakan niaga,2014,suv - small,2.0,4,a6,z,11.7,9.5,10.7,26,246
2025-01-15,jip,volkswagen,tiguan,blue,petrol,rakan niaga,2014,suv - small,2.0,4,a6,z,11.7,9.5,10.7,26,246
2025-01-16,jip,volkswagen,tiguan,blue,petrol,rakan niaga,2014,suv - small,2.0,4,a6,z,11.7,9.5,10.7,26,246
2025-01-16,jip,volkswagen,tiguan,grey,petrol,w.p. kuala lumpur,2014,suv - small,2.0,4,a6,z,11.7,9.5,10.7,26,246
2025-01-16,jip,volkswagen,tiguan,grey,petrol,rakan niaga,2014,suv - small,2.0,4,a6,z,11.7,9.5,10.7,26,246
2025-01-16,jip,volkswagen,tiguan,white,petrol,rakan niaga,2014,suv - small,2.0,4,a6,z,11.7,9.5,10.7,26,246
2025-01-17,jip,volkswagen,tiguan,silver,petrol,rakan niaga,2014,suv - small,2.0,4,a6,z,11.7,9.5,10.7,26,246
2025-01-19,jip,volkswagen,tiguan,black,petrol,rakan niaga,2014,suv - small,2.0,4,a6,z,11.7,9.5,10.7,26,246
2025-01-19,jip,volkswagen,tiguan,white,petrol,rakan niaga,2014,suv - small,2.0,4,a6,z,11.7,9.5,10.7,26,246
2025-01-20,jip,volkswagen,tiguan,silver,petrol,w.p. kuala lumpur,2014,suv - small,2.0,4,a6,z,11.7,9.5,10.7,26,246
2025-01-20,jip,volkswagen,tiguan,white,petrol,rakan niaga,2014,suv - small,2.0,4,a6,z,11.7,9.5,10.7,26,246
2025-01-21,jip,volkswagen,tiguan,white,petrol,rakan niaga,2014,suv - small,2.0,4,a6,z,11.7,9.5,10.7,26,246
